domain,evaluation_strategy,popularity_notion,algorithm,metric_type,user_group,comparison_group,value,p_value
music,eva_three,pop_two,HPF,GAP,med,N/A,101.35403157764948,
music,eva_three,pop_two,MostPop,GAP,high,N/A,213.0371630133205,
music,eva_three,pop_two,UserKNN,GAP,high,N/A,-88.51918903707111,
music,eva_three,pop_two,ItemKNN,GAP,high,N/A,-75.9328302816049,
music,eva_three,pop_two,PMF,GAP,high,N/A,-87.62986435513913,
music,eva_three,pop_two,NMF,GAP,high,N/A,-90.5461371098852,
music,eva_three,pop_two,HPF,GAP,high,N/A,73.32619503933887,
music,eva_three,pop_two,MostPop,NDCG_TTEST,N/A,low-med,,1.5868174854907476e-51
music,eva_three,pop_two,UserKNN,NDCG_TTEST,N/A,low-med,,0.6381785341074118
music,eva_three,pop_two,ItemKNN,NDCG_TTEST,N/A,low-med,,0.8097220397198842
music,eva_three,pop_two,PMF,NDCG_TTEST,N/A,low-med,,0.3812031580120842
music,eva_three,pop_two,NMF,NDCG_TTEST,N/A,low-med,,0.8742514921984504
music,eva_three,pop_two,HPF,NDCG_TTEST,N/A,low-med,,4.5180655246118e-06
music,eva_three,pop_two,MostPop,NDCG_TTEST,N/A,low-high,,3.448823896913824e-59
music,eva_three,pop_two,UserKNN,NDCG_TTEST,N/A,low-high,,0.0490154814427361
music,eva_three,pop_two,ItemKNN,NDCG_TTEST,N/A,low-high,,0.524221784978188
music,eva_three,pop_two,PMF,NDCG_TTEST,N/A,low-high,,0.2722989240871695
music,eva_three,pop_two,NMF,NDCG_TTEST,N/A,low-high,,1.1562795355803882e-05
music,eva_three,pop_two,HPF,NDCG_TTEST,N/A,low-high,,0.0002831115589862
